raceId,round,circuitId,name,date,time,url
474,8,7,Canadian Grand Prix,13 June 1982,\N,http://en.wikipedia.org/wiki/1982_Canadian_Grand_Prix
475,9,39,Dutch Grand Prix,3 July 1982,\N,http://en.wikipedia.org/wiki/1982_Dutch_Grand_Prix
476,10,38,British Grand Prix,18 July 1982,\N,http://en.wikipedia.org/wiki/1982_British_Grand_Prix
477,11,34,French Grand Prix,25 July 1982,\N,http://en.wikipedia.org/wiki/1982_French_Grand_Prix
478,12,10,German Grand Prix,8 August 1982,\N,http://en.wikipedia.org/wiki/1982_German_Grand_Prix
479,13,23,Austrian Grand Prix,15 August 1982,\N,http://en.wikipedia.org/wiki/1982_Austrian_Grand_Prix
480,14,41,Swiss Grand Prix,29 August 1982,\N,http://en.wikipedia.org/wiki/1982_Swiss_Grand_Prix
481,15,14,Italian Grand Prix,"September 12, 1982",\N,http://en.wikipedia.org/wiki/1982_Italian_Grand_Prix
482,16,44,Caesars Palace Grand Prix,"September 25, 1982",\N,http://en.wikipedia.org/wiki/1982_Caesars_Palace_Grand_Prix
483,1,43,United States Grand Prix West,"March 15, 1981",\N,http://en.wikipedia.org/wiki/1981_United_States_Grand_Prix_West
484,2,36,Brazilian Grand Prix,"March 29, 1981",\N,http://en.wikipedia.org/wiki/1981_Brazilian_Grand_Prix
485,3,25,Argentine Grand Prix,12 April 1981,\N,http://en.wikipedia.org/wiki/1981_Argentine_Grand_Prix
486,4,21,San Marino Grand Prix,3 May 1981,\N,http://en.wikipedia.org/wiki/1981_San_Marino_Grand_Prix
487,5,40,Belgian Grand Prix,17 May 1981,\N,http://en.wikipedia.org/wiki/1981_Belgian_Grand_Prix
488,6,6,Monaco Grand Prix,31 May 1981,\N,http://en.wikipedia.org/wiki/1981_Monaco_Grand_Prix
489,7,45,Spanish Grand Prix,21 June 1981,\N,http://en.wikipedia.org/wiki/1981_Spanish_Grand_Prix
490,8,41,French Grand Prix,5 July 1981,\N,http://en.wikipedia.org/wiki/1981_French_Grand_Prix
491,9,9,British Grand Prix,18 July 1981,\N,http://en.wikipedia.org/wiki/1981_British_Grand_Prix
492,10,10,German Grand Prix,2 August 1981,\N,http://en.wikipedia.org/wiki/1981_German_Grand_Prix
493,11,23,Austrian Grand Prix,16 August 1981,\N,http://en.wikipedia.org/wiki/1981_Austrian_Grand_Prix
494,12,39,Dutch Grand Prix,30 August 1981,\N,http://en.wikipedia.org/wiki/1981_Dutch_Grand_Prix
495,13,14,Italian Grand Prix,13 September 1981,\N,http://en.wikipedia.org/wiki/1981_Italian_Grand_Prix
496,14,7,Canadian Grand Prix,27 September 1981,\N,http://en.wikipedia.org/wiki/1981_Canadian_Grand_Prix
497,15,44,Caesars Palace Grand Prix,"October 17, 1981",\N,http://en.wikipedia.org/wiki/1981_Caesars_Palace_Grand_Prix
498,1,25,Argentine Grand Prix,13 January 1980,\N,http://en.wikipedia.org/wiki/1980_Argentine_Grand_Prix
499,2,18,Brazilian Grand Prix,"January 27, 1980",\N,http://en.wikipedia.org/wiki/1980_Brazilian_Grand_Prix
500,3,30,South African Grand Prix,1 March 1980,\N,http://en.wikipedia.org/wiki/1980_South_African_Grand_Prix
501,4,43,United States Grand Prix West,"March 30, 1980",\N,http://en.wikipedia.org/wiki/1980_United_States_Grand_Prix_West
502,5,40,Belgian Grand Prix,"May 4, 1980",\N,http://en.wikipedia.org/wiki/1980_Belgian_Grand_Prix
503,6,6,Monaco Grand Prix,18 May 1980,\N,http://en.wikipedia.org/wiki/1980_Monaco_Grand_Prix
504,7,34,French Grand Prix,"June 29, 1980",\N,http://en.wikipedia.org/wiki/1980_French_Grand_Prix
505,8,38,British Grand Prix,13 July 1980,\N,http://en.wikipedia.org/wiki/1980_British_Grand_Prix
506,9,10,German Grand Prix,10 August 1980,\N,http://en.wikipedia.org/wiki/1980_German_Grand_Prix
507,10,23,Austrian Grand Prix,17 August 1980,\N,http://en.wikipedia.org/wiki/1980_Austrian_Grand_Prix
508,11,39,Dutch Grand Prix,"August 31, 1980",\N,http://en.wikipedia.org/wiki/1980_Dutch_Grand_Prix
509,12,21,Italian Grand Prix,14 September 1980,\N,http://en.wikipedia.org/wiki/1980_Italian_Grand_Prix
510,13,7,Canadian Grand Prix,"September 28, 1980",\N,http://en.wikipedia.org/wiki/1980_Canadian_Grand_Prix
511,14,46,United States Grand Prix,"October 5, 1980",\N,http://en.wikipedia.org/wiki/1980_United_States_Grand_Prix
512,1,25,Argentine Grand Prix,"January 21, 1979",\N,http://en.wikipedia.org/wiki/1979_Argentine_Grand_Prix
513,2,18,Brazilian Grand Prix,4 February 1979,\N,http://en.wikipedia.org/wiki/1979_Brazilian_Grand_Prix
514,3,30,South African Grand Prix,3 March 1979,\N,http://en.wikipedia.org/wiki/1979_South_African_Grand_Prix
515,4,43,United States Grand Prix West,"April 8, 1979",\N,http://en.wikipedia.org/wiki/1979_United_States_Grand_Prix_West
516,5,45,Spanish Grand Prix,29 April 1979,\N,http://en.wikipedia.org/wiki/1979_Spanish_Grand_Prix
517,6,40,Belgian Grand Prix,13 May 1979,\N,http://en.wikipedia.org/wiki/1979_Belgian_Grand_Prix
518,7,6,Monaco Grand Prix,27 May 1979,\N,http://en.wikipedia.org/wiki/1979_Monaco_Grand_Prix
519,8,41,French Grand Prix,"July 1, 1979",\N,http://en.wikipedia.org/wiki/1979_French_Grand_Prix
520,9,9,British Grand Prix,14 July 1979,\N,http://en.wikipedia.org/wiki/1979_British_Grand_Prix
521,10,10,German Grand Prix,29 July 1979,\N,http://en.wikipedia.org/wiki/1979_German_Grand_Prix
522,11,23,Austrian Grand Prix,"August 12, 1979",\N,http://en.wikipedia.org/wiki/1979_Austrian_Grand_Prix
523,12,39,Dutch Grand Prix,"August 26, 1979",\N,http://en.wikipedia.org/wiki/1979_Dutch_Grand_Prix
524,13,14,Italian Grand Prix,9 September 1979,\N,http://en.wikipedia.org/wiki/1979_Italian_Grand_Prix
525,14,7,Canadian Grand Prix,30 September 1979,\N,http://en.wikipedia.org/wiki/1979_Canadian_Grand_Prix
526,15,46,United States Grand Prix,"October 7, 1979",\N,http://en.wikipedia.org/wiki/1979_United_States_Grand_Prix
527,1,25,Argentine Grand Prix,15 January 1978,\N,http://en.wikipedia.org/wiki/1978_Argentine_Grand_Prix
528,2,36,Brazilian Grand Prix,"January 29, 1978",\N,http://en.wikipedia.org/wiki/1978_Brazilian_Grand_Prix
529,3,30,South African Grand Prix,4 March 1978,\N,http://en.wikipedia.org/wiki/1978_South_African_Grand_Prix
530,4,43,United States Grand Prix West,"April 2, 1978",\N,http://en.wikipedia.org/wiki/1978_United_States_Grand_Prix_West
531,5,6,Monaco Grand Prix,7 May 1978,\N,http://en.wikipedia.org/wiki/1978_Monaco_Grand_Prix
532,6,40,Belgian Grand Prix,21 May 1978,\N,http://en.wikipedia.org/wiki/1978_Belgian_Grand_Prix
533,7,45,Spanish Grand Prix,4 June 1978,\N,http://en.wikipedia.org/wiki/1978_Spanish_Grand_Prix
534,8,47,Swedish Grand Prix,17 June 1978,\N,http://en.wikipedia.org/wiki/1978_Swedish_Grand_Prix
535,9,34,French Grand Prix,2 July 1978,\N,http://en.wikipedia.org/wiki/1978_French_Grand_Prix
536,10,38,British Grand Prix,16 July 1978,\N,http://en.wikipedia.org/wiki/1978_British_Grand_Prix
537,11,10,German Grand Prix,30 July 1978,\N,http://en.wikipedia.org/wiki/1978_German_Grand_Prix
538,12,23,Austrian Grand Prix,13 August 1978,\N,http://en.wikipedia.org/wiki/1978_Austrian_Grand_Prix
539,13,39,Dutch Grand Prix,27 August 1978,\N,http://en.wikipedia.org/wiki/1978_Dutch_Grand_Prix
540,14,14,Italian Grand Prix,"September 10, 1978",\N,http://en.wikipedia.org/wiki/1978_Italian_Grand_Prix
541,15,46,United States Grand Prix,"October 1, 1978",\N,http://en.wikipedia.org/wiki/1978_United_States_Grand_Prix
542,16,7,Canadian Grand Prix,"October 8, 1978",\N,http://en.wikipedia.org/wiki/1978_Canadian_Grand_Prix
543,1,25,Argentine Grand Prix,"January 9, 1977",\N,http://en.wikipedia.org/wiki/1977_Argentine_Grand_Prix
544,2,18,Brazilian Grand Prix,23 January 1977,\N,http://en.wikipedia.org/wiki/1977_Brazilian_Grand_Prix
545,3,30,South African Grand Prix,5 March 1977,\N,http://en.wikipedia.org/wiki/1977_South_African_Grand_Prix
546,4,43,United States Grand Prix West,"April 3, 1977",\N,http://en.wikipedia.org/wiki/1977_United_States_Grand_Prix_West
547,5,45,Spanish Grand Prix,8 May 1977,\N,http://en.wikipedia.org/wiki/1977_Spanish_Grand_Prix
548,6,6,Monaco Grand Prix,22 May 1977,\N,http://en.wikipedia.org/wiki/1977_Monaco_Grand_Prix
549,7,40,Belgian Grand Prix,5 June 1977,\N,http://en.wikipedia.org/wiki/1977_Belgian_Grand_Prix
550,8,47,Swedish Grand Prix,19 June 1977,\N,http://en.wikipedia.org/wiki/1977_Swedish_Grand_Prix
551,9,41,French Grand Prix,3 July 1977,\N,http://en.wikipedia.org/wiki/1977_French_Grand_Prix
552,10,9,British Grand Prix,16 July 1977,\N,http://en.wikipedia.org/wiki/1977_British_Grand_Prix
553,11,10,German Grand Prix,31 July 1977,\N,http://en.wikipedia.org/wiki/1977_German_Grand_Prix
554,12,23,Austrian Grand Prix,14 August 1977,\N,http://en.wikipedia.org/wiki/1977_Austrian_Grand_Prix
555,13,39,Dutch Grand Prix,"August 28, 1977",\N,http://en.wikipedia.org/wiki/1977_Dutch_Grand_Prix
556,14,14,Italian Grand Prix,"September 11, 1977",\N,http://en.wikipedia.org/wiki/1977_Italian_Grand_Prix
557,15,46,United States Grand Prix,"October 2, 1977",\N,http://en.wikipedia.org/wiki/1977_United_States_Grand_Prix
558,16,48,Canadian Grand Prix,"October 9, 1977",\N,http://en.wikipedia.org/wiki/1977_Canadian_Grand_Prix
559,17,16,Japanese Grand Prix,23 October 1977,\N,http://en.wikipedia.org/wiki/1977_Japanese_Grand_Prix
560,1,18,Brazilian Grand Prix,"January 25, 1976",\N,http://en.wikipedia.org/wiki/1976_Brazilian_Grand_Prix
561,2,30,South African Grand Prix,6 March 1976,\N,http://en.wikipedia.org/wiki/1976_South_African_Grand_Prix
562,3,43,United States Grand Prix West,"March 28, 1976",\N,http://en.wikipedia.org/wiki/1976_United_States_Grand_Prix_West
563,4,45,Spanish Grand Prix,2 May 1976,\N,http://en.wikipedia.org/wiki/1976_Spanish_Grand_Prix
564,5,40,Belgian Grand Prix,"May 16, 1976",\N,http://en.wikipedia.org/wiki/1976_Belgian_Grand_Prix
565,6,6,Monaco Grand Prix,30 May 1976,\N,http://en.wikipedia.org/wiki/1976_Monaco_Grand_Prix
566,7,47,Swedish Grand Prix,13 June 1976,\N,http://en.wikipedia.org/wiki/1976_Swedish_Grand_Prix
567,8,34,French Grand Prix,4 July 1976,\N,http://en.wikipedia.org/wiki/1976_French_Grand_Prix
568,9,38,British Grand Prix,18 July 1976,\N,http://en.wikipedia.org/wiki/1976_British_Grand_Prix
569,10,20,German Grand Prix,1 August 1976,\N,http://en.wikipedia.org/wiki/1976_German_Grand_Prix
570,11,23,Austrian Grand Prix,15 August 1976,\N,http://en.wikipedia.org/wiki/1976_Austrian_Grand_Prix
571,12,39,Dutch Grand Prix,"August 29, 1976",\N,http://en.wikipedia.org/wiki/1976_Dutch_Grand_Prix
572,13,14,Italian Grand Prix,"September 12, 1976",\N,http://en.wikipedia.org/wiki/1976_Italian_Grand_Prix
573,14,48,Canadian Grand Prix,3 October 1976 (1976-10-03),\N,http://en.wikipedia.org/wiki/1976_Canadian_Grand_Prix
574,15,46,United States Grand Prix,"October 10, 1976",\N,http://en.wikipedia.org/wiki/1976_United_States_Grand_Prix
575,16,16,Japanese Grand Prix,24 October 1976,\N,http://en.wikipedia.org/wiki/1976_Japanese_Grand_Prix
576,1,25,Argentine Grand Prix,"January 12, 1975",\N,http://en.wikipedia.org/wiki/1975_Argentine_Grand_Prix
577,2,18,Brazilian Grand Prix,"January 26, 1975",\N,http://en.wikipedia.org/wiki/1975_Brazilian_Grand_Prix
578,3,30,South African Grand Prix,1 March 1975,\N,http://en.wikipedia.org/wiki/1975_South_African_Grand_Prix
579,4,49,Spanish Grand Prix,27 April 1975,\N,http://en.wikipedia.org/wiki/1975_Spanish_Grand_Prix
580,5,6,Monaco Grand Prix,11 May 1975,\N,http://en.wikipedia.org/wiki/1975_Monaco_Grand_Prix
581,6,40,Belgian Grand Prix,"May 25, 1975",\N,http://en.wikipedia.org/wiki/1975_Belgian_Grand_Prix
582,7,47,Swedish Grand Prix,8 June 1975,\N,http://en.wikipedia.org/wiki/1975_Swedish_Grand_Prix
583,8,39,Dutch Grand Prix,22 June 1975,\N,http://en.wikipedia.org/wiki/1975_Dutch_Grand_Prix
584,9,34,French Grand Prix,6 July 1975,\N,http://en.wikipedia.org/wiki/1975_French_Grand_Prix
585,10,9,British Grand Prix,19 July 1975,\N,http://en.wikipedia.org/wiki/1975_British_Grand_Prix
586,11,20,German Grand Prix,3 August 1975,\N,http://en.wikipedia.org/wiki/1975_German_Grand_Prix
587,12,23,Austrian Grand Prix,17 August 1975,\N,http://en.wikipedia.org/wiki/1975_Austrian_Grand_Prix
588,13,14,Italian Grand Prix,7 September 1975,\N,http://en.wikipedia.org/wiki/1975_Italian_Grand_Prix
589,14,46,United States Grand Prix,"October 5, 1975",\N,http://en.wikipedia.org/wiki/1975_United_States_Grand_Prix
590,1,25,Argentine Grand Prix,"January 13, 1974",\N,http://en.wikipedia.org/wiki/1974_Argentine_Grand_Prix
591,2,18,Brazilian Grand Prix,27 January 1974,\N,http://en.wikipedia.org/wiki/1974_Brazilian_Grand_Prix
592,3,30,South African Grand Prix,30 March 1974,\N,http://en.wikipedia.org/wiki/1974_South_African_Grand_Prix
593,4,45,Spanish Grand Prix,28 April 1974,\N,http://en.wikipedia.org/wiki/1974_Spanish_Grand_Prix
594,5,50,Belgian Grand Prix,12 May 1974,\N,http://en.wikipedia.org/wiki/1974_Belgian_Grand_Prix
595,6,6,Monaco Grand Prix,26 May 1974,\N,http://en.wikipedia.org/wiki/1974_Monaco_Grand_Prix
596,7,47,Swedish Grand Prix,9 June 1974,\N,http://en.wikipedia.org/wiki/1974_Swedish_Grand_Prix
597,8,39,Dutch Grand Prix,23 June 1974,\N,http://en.wikipedia.org/wiki/1974_Dutch_Grand_Prix
598,9,41,French Grand Prix,7 July 1974,\N,http://en.wikipedia.org/wiki/1974_French_Grand_Prix
599,10,38,British Grand Prix,20 July 1974,\N,http://en.wikipedia.org/wiki/1974_British_Grand_Prix
600,11,20,German Grand Prix,4 August 1974,\N,http://en.wikipedia.org/wiki/1974_German_Grand_Prix
601,12,23,Austrian Grand Prix,18 August 1974,\N,http://en.wikipedia.org/wiki/1974_Austrian_Grand_Prix
602,13,14,Italian Grand Prix,"September 8, 1974",\N,http://en.wikipedia.org/wiki/1974_Italian_Grand_Prix
603,14,48,Canadian Grand Prix,"September 22, 1974",\N,http://en.wikipedia.org/wiki/1974_Canadian_Grand_Prix
604,15,46,United States Grand Prix,"October 6, 1974",\N,http://en.wikipedia.org/wiki/1974_United_States_Grand_Prix
605,1,25,Argentine Grand Prix,"January 28, 1973",\N,http://en.wikipedia.org/wiki/1973_Argentine_Grand_Prix
606,2,18,Brazilian Grand Prix,"February 11, 1973",\N,http://en.wikipedia.org/wiki/1973_Brazilian_Grand_Prix
607,3,30,South African Grand Prix,3 March 1973,\N,http://en.wikipedia.org/wiki/1973_South_African_Grand_Prix
608,4,49,Spanish Grand Prix,29 April 1973,\N,http://en.wikipedia.org/wiki/1973_Spanish_Grand_Prix
609,5,40,Belgian Grand Prix,20 May 1973,\N,http://en.wikipedia.org/wiki/1973_Belgian_Grand_Prix
610,6,6,Monaco Grand Prix,3 June 1973,\N,http://en.wikipedia.org/wiki/1973_Monaco_Grand_Prix
611,7,47,Swedish Grand Prix,17 June 1973,\N,http://en.wikipedia.org/wiki/1973_Swedish_Grand_Prix
612,8,34,French Grand Prix,"July 1, 1973",\N,http://en.wikipedia.org/wiki/1973_French_Grand_Prix
613,9,9,British Grand Prix,14 July 1973,\N,http://en.wikipedia.org/wiki/1973_British_Grand_Prix
614,10,39,Dutch Grand Prix,"July 29, 1973",\N,http://en.wikipedia.org/wiki/1973_Dutch_Grand_Prix
615,11,20,German Grand Prix,5 August 1973,\N,http://en.wikipedia.org/wiki/1973_German_Grand_Prix
616,12,23,Austrian Grand Prix,19 August 1973,\N,http://en.wikipedia.org/wiki/1973_Austrian_Grand_Prix
617,13,14,Italian Grand Prix,9 September 1973,\N,http://en.wikipedia.org/wiki/1973_Italian_Grand_Prix
618,14,48,Canadian Grand Prix,23 September 1973,\N,http://en.wikipedia.org/wiki/1973_Canadian_Grand_Prix
619,15,46,United States Grand Prix,"October 7, 1973",\N,http://en.wikipedia.org/wiki/1973_United_States_Grand_Prix
620,1,25,Argentine Grand Prix,"January 23, 1972",\N,http://en.wikipedia.org/wiki/1972_Argentine_Grand_Prix
621,2,30,South African Grand Prix,4 March 1972,\N,http://en.wikipedia.org/wiki/1972_South_African_Grand_Prix
622,3,45,Spanish Grand Prix,"May 1, 1972",\N,http://en.wikipedia.org/wiki/1972_Spanish_Grand_Prix
623,4,6,Monaco Grand Prix,"May 14, 1972",\N,http://en.wikipedia.org/wiki/1972_Monaco_Grand_Prix
624,5,50,Belgian Grand Prix,"June 4, 1972",\N,http://en.wikipedia.org/wiki/1972_Belgian_Grand_Prix
625,6,51,French Grand Prix,2 July 1972,\N,http://en.wikipedia.org/wiki/1972_French_Grand_Prix
626,7,38,British Grand Prix,15 July 1972,\N,http://en.wikipedia.org/wiki/1972_British_Grand_Prix
627,8,20,German Grand Prix,30 July 1972,\N,http://en.wikipedia.org/wiki/1972_German_Grand_Prix
628,9,23,Austrian Grand Prix,13 August 1972,\N,http://en.wikipedia.org/wiki/1972_Austrian_Grand_Prix
629,10,14,Italian Grand Prix,10 September 1972,\N,http://en.wikipedia.org/wiki/1972_Italian_Grand_Prix
630,11,48,Canadian Grand Prix,"September 24, 1972",\N,http://en.wikipedia.org/wiki/1972_Canadian_Grand_Prix
631,12,46,United States Grand Prix,"October 8, 1972",\N,http://en.wikipedia.org/wiki/1972_United_States_Grand_Prix
632,1,30,South African Grand Prix,6 March 1971,\N,http://en.wikipedia.org/wiki/1971_South_African_Grand_Prix
633,2,49,Spanish Grand Prix,"April 18, 1971",\N,http://en.wikipedia.org/wiki/1971_Spanish_Grand_Prix
634,3,6,Monaco Grand Prix,"May 23, 1971",\N,http://en.wikipedia.org/wiki/1971_Monaco_Grand_Prix
635,4,39,Dutch Grand Prix,20 June 1971,\N,http://en.wikipedia.org/wiki/1971_Dutch_Grand_Prix
636,5,34,French Grand Prix,4 July 1971,\N,http://en.wikipedia.org/wiki/1971_French_Grand_Prix
637,6,9,British Grand Prix,17 July 1971,\N,http://en.wikipedia.org/wiki/1971_British_Grand_Prix
638,7,20,German Grand Prix,1 August 1971,\N,http://en.wikipedia.org/wiki/1971_German_Grand_Prix
639,8,23,Austrian Grand Prix,15 August 1971,\N,http://en.wikipedia.org/wiki/1971_Austrian_Grand_Prix
640,9,14,Italian Grand Prix,5 September 1971,\N,http://en.wikipedia.org/wiki/1971_Italian_Grand_Prix
641,10,48,Canadian Grand Prix,"September 19, 1971",\N,http://en.wikipedia.org/wiki/1971_Canadian_Grand_Prix
642,11,46,United States Grand Prix,"October 3, 1971 (1971-10-03)",\N,http://en.wikipedia.org/wiki/1971_United_States_Grand_Prix
643,1,30,South African Grand Prix,7 March 1970,\N,http://en.wikipedia.org/wiki/1970_South_African_Grand_Prix
644,2,45,Spanish Grand Prix,19 April 1970,\N,http://en.wikipedia.org/wiki/1970_Spanish_Grand_Prix
645,3,6,Monaco Grand Prix,10 May 1970,\N,http://en.wikipedia.org/wiki/1970_Monaco_Grand_Prix
646,4,13,Belgian Grand Prix,7 June 1970,\N,http://en.wikipedia.org/wiki/1970_Belgian_Grand_Prix
647,5,39,Dutch Grand Prix,"June 21, 1970",\N,http://en.wikipedia.org/wiki/1970_Dutch_Grand_Prix
648,6,51,French Grand Prix,5 July 1970,\N,http://en.wikipedia.org/wiki/1970_French_Grand_Prix
649,7,38,British Grand Prix,18 July 1970,\N,http://en.wikipedia.org/wiki/1970_British_Grand_Prix
650,8,10,German Grand Prix,"August 2, 1970",\N,http://en.wikipedia.org/wiki/1970_German_Grand_Prix
651,9,23,Austrian Grand Prix,16 August 1970,\N,http://en.wikipedia.org/wiki/1970_Austrian_Grand_Prix
652,10,14,Italian Grand Prix,"September 6, 1970",\N,http://en.wikipedia.org/wiki/1970_Italian_Grand_Prix
653,11,52,Canadian Grand Prix,"September 20, 1970",\N,http://en.wikipedia.org/wiki/1970_Canadian_Grand_Prix
654,12,46,United States Grand Prix,"October 4, 1970",\N,http://en.wikipedia.org/wiki/1970_United_States_Grand_Prix
655,13,32,Mexican Grand Prix,"October 25, 1970",\N,http://en.wikipedia.org/wiki/1970_Mexican_Grand_Prix
656,1,30,South African Grand Prix,1 March 1969,\N,http://en.wikipedia.org/wiki/1969_South_African_Grand_Prix
657,2,49,Spanish Grand Prix,4 May 1969,\N,http://en.wikipedia.org/wiki/1969_Spanish_Grand_Prix
658,3,6,Monaco Grand Prix,18 May 1969,\N,http://en.wikipedia.org/wiki/1969_Monaco_Grand_Prix
659,4,39,Dutch Grand Prix,"June 21, 1969",\N,http://en.wikipedia.org/wiki/1969_Dutch_Grand_Prix
660,5,51,French Grand Prix,6 July 1969,\N,http://en.wikipedia.org/wiki/1969_French_Grand_Prix
661,6,9,British Grand Prix,19 July 1969,\N,http://en.wikipedia.org/wiki/1969_British_Grand_Prix
662,7,20,German Grand Prix,3 August 1969,\N,http://en.wikipedia.org/wiki/1969_German_Grand_Prix
663,8,14,Italian Grand Prix,"September 7, 1969",\N,http://en.wikipedia.org/wiki/1969_Italian_Grand_Prix
664,9,48,Canadian Grand Prix,20 September 1969 (1969-09-20),\N,http://en.wikipedia.org/wiki/1969_Canadian_Grand_Prix
665,10,46,United States Grand Prix,"October 5, 1969",\N,http://en.wikipedia.org/wiki/1969_United_States_Grand_Prix
666,11,32,Mexican Grand Prix,"October 19, 1969",\N,http://en.wikipedia.org/wiki/1969_Mexican_Grand_Prix
667,1,30,South African Grand Prix,1 January 1968,\N,http://en.wikipedia.org/wiki/1968_South_African_Grand_Prix
668,2,45,Spanish Grand Prix,12 May 1968,\N,http://en.wikipedia.org/wiki/1968_Spanish_Grand_Prix
669,3,6,Monaco Grand Prix,26 May 1968,\N,http://en.wikipedia.org/wiki/1968_Monaco_Grand_Prix
670,4,13,Belgian Grand Prix,9 June 1968,\N,http://en.wikipedia.org/wiki/1968_Belgian_Grand_Prix
671,5,39,Dutch Grand Prix,"June 23, 1968",\N,http://en.wikipedia.org/wiki/1968_Dutch_Grand_Prix
672,6,53,French Grand Prix,7 July 1968,\N,http://en.wikipedia.org/wiki/1968_French_Grand_Prix
673,7,38,British Grand Prix,20 July 1968,\N,http://en.wikipedia.org/wiki/1968_British_Grand_Prix
674,8,20,German Grand Prix,4 August 1968,\N,http://en.wikipedia.org/wiki/1968_German_Grand_Prix
675,9,14,Italian Grand Prix,8 September 1968,\N,http://en.wikipedia.org/wiki/1968_Italian_Grand_Prix
676,10,52,Canadian Grand Prix,"September 22, 1968",\N,http://en.wikipedia.org/wiki/1968_Canadian_Grand_Prix
677,11,46,United States Grand Prix,"October 6, 1968",\N,http://en.wikipedia.org/wiki/1968_United_States_Grand_Prix
678,12,32,Mexican Grand Prix,"November 3, 1968",\N,http://en.wikipedia.org/wiki/1968_Mexican_Grand_Prix
679,1,30,South African Grand Prix,2 January 1967,\N,http://en.wikipedia.org/wiki/1967_South_African_Grand_Prix
680,2,6,Monaco Grand Prix,"May 7, 1967",\N,http://en.wikipedia.org/wiki/1967_Monaco_Grand_Prix
681,3,39,Dutch Grand Prix,"June 4, 1967",\N,http://en.wikipedia.org/wiki/1967_Dutch_Grand_Prix
682,4,13,Belgian Grand Prix,18 June 1967,\N,http://en.wikipedia.org/wiki/1967_Belgian_Grand_Prix
683,5,54,French Grand Prix,2 July 1967 (1967-07-02),\N,http://en.wikipedia.org/wiki/1967_French_Grand_Prix
684,6,9,British Grand Prix,15 July 1967,\N,http://en.wikipedia.org/wiki/1967_British_Grand_Prix
685,7,20,German Grand Prix,6 August 1967,\N,http://en.wikipedia.org/wiki/1967_German_Grand_Prix
686,8,48,Canadian Grand Prix,27 August 1967 (1967-08-27),\N,http://en.wikipedia.org/wiki/1967_Canadian_Grand_Prix
687,9,14,Italian Grand Prix,10 September 1967,\N,http://en.wikipedia.org/wiki/1967_Italian_Grand_Prix
688,10,46,United States Grand Prix,"October 1, 1967",\N,http://en.wikipedia.org/wiki/1967_United_States_Grand_Prix
689,11,32,Mexican Grand Prix,"October 22, 1967",\N,http://en.wikipedia.org/wiki/1967_Mexican_Grand_Prix
690,1,6,Monaco Grand Prix,22 May 1966,\N,http://en.wikipedia.org/wiki/1966_Monaco_Grand_Prix
691,2,13,Belgian Grand Prix,12 June 1966,\N,http://en.wikipedia.org/wiki/1966_Belgian_Grand_Prix
692,3,55,French Grand Prix,3 July 1966,\N,http://en.wikipedia.org/wiki/1966_French_Grand_Prix
693,4,38,British Grand Prix,16 July 1966,\N,http://en.wikipedia.org/wiki/1966_British_Grand_Prix
694,5,39,Dutch Grand Prix,"July 24, 1966",\N,http://en.wikipedia.org/wiki/1966_Dutch_Grand_Prix
695,6,20,German Grand Prix,7 August 1966,\N,http://en.wikipedia.org/wiki/1966_German_Grand_Prix
696,7,14,Italian Grand Prix,4 September 1966,\N,http://en.wikipedia.org/wiki/1966_Italian_Grand_Prix
697,8,46,United States Grand Prix,"October 2, 1966",\N,http://en.wikipedia.org/wiki/1966_United_States_Grand_Prix
698,9,32,Mexican Grand Prix,"October 23, 1966",\N,http://en.wikipedia.org/wiki/1966_Mexican_Grand_Prix
699,1,56,South African Grand Prix,1 January 1965,\N,http://en.wikipedia.org/wiki/1965_South_African_Grand_Prix
700,2,6,Monaco Grand Prix,30 May 1965,\N,http://en.wikipedia.org/wiki/1965_Monaco_Grand_Prix
701,3,13,Belgian Grand Prix,13 June 1965,\N,http://en.wikipedia.org/wiki/1965_Belgian_Grand_Prix
702,4,51,French Grand Prix,27 June 1965,\N,http://en.wikipedia.org/wiki/1965_French_Grand_Prix
703,5,9,British Grand Prix,10 July 1965,\N,http://en.wikipedia.org/wiki/1965_British_Grand_Prix
704,6,39,Dutch Grand Prix,18 July 1965,\N,http://en.wikipedia.org/wiki/1965_Dutch_Grand_Prix
705,7,20,German Grand Prix,"August 1, 1965",\N,http://en.wikipedia.org/wiki/1965_German_Grand_Prix
706,8,14,Italian Grand Prix,12 September 1965,\N,http://en.wikipedia.org/wiki/1965_Italian_Grand_Prix
707,9,46,United States Grand Prix,"October 3, 1965",\N,http://en.wikipedia.org/wiki/1965_United_States_Grand_Prix
708,10,32,Mexican Grand Prix,"October 24, 1965",\N,http://en.wikipedia.org/wiki/1965_Mexican_Grand_Prix
709,1,6,Monaco Grand Prix,10 May 1964 (1964-05-10),\N,http://en.wikipedia.org/wiki/1964_Monaco_Grand_Prix
710,2,39,Dutch Grand Prix,24 May 1964 (1964-05-24),\N,http://en.wikipedia.org/wiki/1964_Dutch_Grand_Prix
711,3,13,Belgian Grand Prix,14 June 1964 (1964-06-14),\N,http://en.wikipedia.org/wiki/1964_Belgian_Grand_Prix
712,4,53,French Grand Prix,28 June 1964 (1964-06-28),\N,http://en.wikipedia.org/wiki/1964_French_Grand_Prix
713,5,38,British Grand Prix,11 July 1964 (1964-07-11),\N,http://en.wikipedia.org/wiki/1964_British_Grand_Prix
